icd_id	icd_name	another_sctid	another_sct_term_cn	another_sct_term	relationship_type	icd_where
S13.1	颈椎脱位	322111000119104	颈椎半脱位复合体(障碍)	Subluxation complex of cervical vertebra (disorder)	Is a (attribute)	destination
M99.1	不全脱位复征(椎骨的)	322111000119104	颈椎半脱位复合体(障碍)	Subluxation complex of cervical vertebra (disorder)	Is a (attribute)	destination
M99.6	椎间孔骨性和不全脱位性狭窄	314631000119101	颈椎椎间孔骨性和半脱位性狭窄	Osseous and subluxation stenosis of cervical intervertebral foramina (disorder)	Is a (attribute)	destination
M99.6	椎间孔骨性和不全脱位性狭窄	314641000119105	腰椎管狭窄症的骨性和半脱位椎间孔	Osseous and subluxation stenosis of lumbar intervertebral foramina (disorder)	Is a (attribute)	destination
N64.5	"乳房的其他体征和症状	"	15953181000119108	右乳头收缩	Retraction of right nipple	Is a (attribute)	destination
H40.1	原发性开角型青光眼	338481000119100	左眼假性剥脱性青光眼	Pseudoexfoliation glaucoma of left eye (disorder)	Is a (attribute)	source
H40.1	原发性开角型青光眼	332871000119103	右剥脱性青光眼	Right pseudoexfoliation glaucoma	Is a (attribute)	source
S00.2	眼睑和眼周区其他浅表损伤	15927261000119101	双眼睑损害(发现)	Lesion of bilateral eyelids (finding)	Is a (attribute)	source
H02.9	眼睑未特指的疾患	679531000119103	右下眼睑血管性病变	Vascular lesion of right lower eyelid	Is a (attribute)	destination
H02.9	眼睑未特指的疾患	679501000119105	左下眼睑血管病变	Vascular lesion of left lower eyelid	Is a (attribute)	destination
R22.4	下肢的局部肿胀、肿物和肿块	1081541000119109	右下肢色素性毛状表皮痣(病变)	Pigmented hairy epidermal nevus of right lower limb (disorder)	Is a (attribute)	destination
L98.9	皮肤和皮下组织未特指的疾患	1081541000119109	右下肢色素性毛状表皮痣(病变)	Pigmented hairy epidermal nevus of right lower limb (disorder)	Is a (attribute)	destination
D22.5	躯干黑素细胞痣	1081541000119109	右下肢色素性毛状表皮痣(病变)	Pigmented hairy epidermal nevus of right lower limb (disorder)	Is a (attribute)	destination
H02.6	睑黄斑瘤	15926981000119103	上眼睑双侧病变	Bilateral lesion of upper eyelids	Is a (attribute)	source
R22.3	上肢的局部肿胀、肿物和肿块	1081511000119105	右上肢色素性毛状表皮痣	Pigmented hairy epidermal nevus of right upper limb	Is a (attribute)	destination
D22.5	躯干黑素细胞痣	1081511000119105	右上肢色素性毛状表皮痣	Pigmented hairy epidermal nevus of right upper limb	Is a (attribute)	destination
L98.9	皮肤和皮下组织未特指的疾患	1081511000119105	右上肢色素性毛状表皮痣	Pigmented hairy epidermal nevus of right upper limb	Is a (attribute)	destination
H18.4	角膜变性	679131000119106	右眼角膜瓣	Dellen of cornea of right eye	Is a (attribute)	destination
H02.8	眼睑其他特指的疾患	679491000119103	左眼睑血管病变	Vascular lesion of left eyelid	Is a (attribute)	source
H02.8	眼睑其他特指的疾患	679521000119101	右眼睑血管病变(见)	Vascular lesion of right eyelid (finding)	Is a (attribute)	source
L03.0	指和趾的蜂窝织炎	10631671000119106	右脚趾甲异常	Onychia of toe of right foot (disorder)	Is a (attribute)	destination
H00.1	睑板腺囊肿	15927261000119101	双眼睑损害(发现)	Lesion of bilateral eyelids (finding)	Is a (attribute)	source
O00.2	"卵巢妊娠	"	16836261000119107	左侧卵巢妊娠	Pregnancy of left ovary	Is a (attribute)	destination
M79.9	软组织疾患	319871000119100	左手类风湿结节皮下组织	Rheumatoid nodule of subcutaneous tissue of left hand (disorder)	Is a (attribute)	destination
R22.3	上肢的局部肿胀、肿物和肿块	319871000119100	左手类风湿结节皮下组织	Rheumatoid nodule of subcutaneous tissue of left hand (disorder)	Is a (attribute)	destination
Z23.5	仅为抗破伤风采取必要的免疫	151051000119103	接种白喉及破伤风疫苗	Diphtheria and tetanus vaccination given	Is a (attribute)	destination
H40.4	继发于眼部炎症的青光眼	337081000119109	左葡萄膜性青光眼	Left uveitic glaucoma	Is a (attribute)	destination
H02.9	眼睑未特指的疾患	679511000119108	左上眼睑血管病变(见)	Vascular lesion of left upper eyelid (finding)	Is a (attribute)	destination
H02.8	眼睑其他特指的疾患	679491000119103	左眼睑血管病变	Vascular lesion of left eyelid	Is a (attribute)	source
R22.3	上肢的局部肿胀、肿物和肿块	319941000119103	右肘类风湿结节皮下组织	Rheumatoid nodule of subcutaneous tissue of right elbow	Is a (attribute)	destination
H02.8	眼睑其他特指的疾患	15927261000119101	双眼睑损害(发现)	Lesion of bilateral eyelids (finding)	Is a (attribute)	source
R22.4	下肢的局部肿胀、肿物和肿块	1081501000119107	左腿色素性毛状表皮痣	Pigmented hairy epidermal naevus of left leg	Is a (attribute)	destination
L98.9	皮肤和皮下组织未特指的疾患	1081501000119107	左腿色素性毛状表皮痣	Pigmented hairy epidermal naevus of left leg	Is a (attribute)	destination
D22.5	躯干黑素细胞痣	1081501000119107	左腿色素性毛状表皮痣	Pigmented hairy epidermal naevus of left leg	Is a (attribute)	destination
R22.4	下肢的局部肿胀、肿物和肿块	323621000119108	左膝关节色素沉着绒毛结节性滑膜炎	Pigmented villonodular synovitis of joint of left knee	Is a (attribute)	destination
T88.9	手术和医疗未特指的并发症	129581000119104	过敏原免疫疗法过敏反应	Allergic reaction due to allergen immunotherapy	Is a (attribute)	destination
T78.4	未特指的变态反应	129581000119104	过敏原免疫疗法过敏反应	Allergic reaction due to allergen immunotherapy	Is a (attribute)	destination
T88.8	手术和医疗其他特指的并发症,不可归类在他处者	129581000119104	过敏原免疫疗法过敏反应	Allergic reaction due to allergen immunotherapy	Is a (attribute)	destination
O00.1	"输卵管妊娠	"	16836571000119103	左输卵管妊娠破裂(障碍)	Ruptured tubal pregnancy of left fallopian tube (disorder)	Is a (attribute)	destination
O00.1	"输卵管妊娠	"	16836391000119105	左输卵管妊娠(障碍)	Pregnancy of left fallopian tube (disorder)	Is a (attribute)	source
H53.1	主观视觉障碍	15936021000119103	双眼疲劳	Bilateral eye strain	Is a (attribute)	destination
H40.1	原发性开角型青光眼	787052007	右眼开角型青光眼	Open-angle glaucoma of right eye (disorder)	Is a (attribute)	source
Z86.6	神经系统和感觉器官疾病个人史	16535611000119102	视网膜色素变性的历史	History of retinitis pigmentosa	Is a (attribute)	destination
Z87.3	肌肉骨骼系统和结缔组织疾病个人史	15912951000119101	外侧巩膜炎病史(情况)	History of episcleritis (situation)	Is a (attribute)	destination
Z86.6	神经系统和感觉器官疾病个人史	15912951000119101	外侧巩膜炎病史(情况)	History of episcleritis (situation)	Is a (attribute)	destination
H18.6	圆锥角膜	348821000119101	急性水肿性左眼圆锥角膜(障碍)	Acute hydrops keratoconus of left eye (disorder)	Is a (attribute)	destination
D16.2	下肢长骨良性肿瘤	354041000119106	右下肢长骨良性肿瘤	Benign neoplasm of long bone of right lower limb	Is a (attribute)	destination
D16.2	下肢长骨良性肿瘤	1079301000119108	右下肢骨良性肿瘤(病变)	Benign neoplasm of bone of right lower limb (disorder)	Is a (attribute)	source
D31.0	结合膜良性肿瘤	351151000119105	左结膜良性肿瘤	Benign neoplasm of left conjunctiva (disorder)	Is a (attribute)	destination
I72.4	下肢动脉瘤	16288421000119101	右股动脉夹层(病变)	Dissection of right femoral artery (disorder)	Is a (attribute)	destination
S33.1	腰椎脱位	130731000119100	腰骶椎关节紊乱(病)	Disorder of joint of lumbosacral vertebra (disorder)	Is a (attribute)	source
H02.9	眼睑未特指的疾患	340121000119109	左泪小管狭窄	Stenosis of left lacrimal canaliculus	Is a (attribute)	destination
H04.5	泪道狭窄和关闭不全	340121000119109	左泪小管狭窄	Stenosis of left lacrimal canaliculus	Is a (attribute)	destination
H18.9	角膜未特指的疾患	348821000119101	急性水肿性左眼圆锥角膜(障碍)	Acute hydrops keratoconus of left eye (disorder)	Is a (attribute)	destination
L02.4	肢体皮肤脓肿、疖和痈	10631391000119100	左肩皮肤脓肿	Cutaneous abscess of left shoulder	Is a (attribute)	destination
L02.4	肢体皮肤脓肿、疖和痈	10631391000119100	左肩皮肤脓肿	Cutaneous abscess of left shoulder	Is a (attribute)	destination
L98.9	皮肤和皮下组织未特指的疾患	10631391000119100	左肩皮肤脓肿	Cutaneous abscess of left shoulder	Is a (attribute)	destination
L98.9	皮肤和皮下组织未特指的疾患	10631391000119100	左肩皮肤脓肿	Cutaneous abscess of left shoulder	Is a (attribute)	destination
L98.8	皮肤和皮下组织其他特指的疾患	10631391000119100	左肩皮肤脓肿	Cutaneous abscess of left shoulder	Is a (attribute)	destination
H04.5	泪道狭窄和关闭不全	349421000119109	后天性左泪器狭窄	Acquired stenosis of left nasolacrimal duct	Is a (attribute)	destination
H20.9	未特指的虹膜睫状体炎	348381000119107	急性右眼眼内炎	Acute endophthalmitis of right eye	Is a (attribute)	destination
H44.0	化脓性眼内炎	348381000119107	急性右眼眼内炎	Acute endophthalmitis of right eye	Is a (attribute)	destination
D31.0	结合膜良性肿瘤	354201000119104	右结膜良性肿瘤	Benign neoplasm of right conjunctiva	Is a (attribute)	destination
L02.9	未特指的皮肤脓肿、疖和痈	10631391000119100	左肩皮肤脓肿	Cutaneous abscess of left shoulder	Is a (attribute)	destination
Z86.5	其他精神和行为障碍个人史	16535771000119101	精神错乱病史	History of delirium	Is a (attribute)	destination
Z91.8	其他特指危险因素个人史,不可归类在他处者	293611000119101	家庭虐待成年人的历史	History of domestic physical abuse of adult	Is a (attribute)	destination
H02.9	眼睑未特指的疾患	334461000119101	右眼睑泪点狭窄	Stenosis of lacrimal punctum of right eyelid	Is a (attribute)	destination
D16.0	肩胛骨和上肢长骨良性肿瘤	1079271000119106	右上肢骨良性肿瘤	Benign neoplasm of bone of right upper limb	Is a (attribute)	source
Z87.0	呼吸系统疾病个人史	16410191000119105	喉痉挛史	History of laryngospasm	Is a (attribute)	destination
Z87.3	肌肉骨骼系统和结缔组织疾病个人史	16410191000119105	喉痉挛史	History of laryngospasm	Is a (attribute)	destination
H04.5	泪道狭窄和关闭不全	349401000119100	后天性泪器狭窄	Acquired stenosis of right nasolacrimal duct	Is a (attribute)	destination
L02.4	肢体皮肤脓肿、疖和痈	10632391000119106	右拇指腹脓肿(病变)	Abscess of pulp of right thumb (disorder)	Is a (attribute)	destination
L02.4	肢体皮肤脓肿、疖和痈	10632391000119106	右拇指腹脓肿(病变)	Abscess of pulp of right thumb (disorder)	Is a (attribute)	destination
M13.9	关节炎	130731000119100	腰骶椎关节紊乱(病)	Disorder of joint of lumbosacral vertebra (disorder)	Is a (attribute)	destination
Z91.8	其他特指危险因素个人史,不可归类在他处者	16535771000119101	精神错乱病史	History of delirium	Is a (attribute)	source
H04.5	泪道狭窄和关闭不全	334461000119101	右眼睑泪点狭窄	Stenosis of lacrimal punctum of right eyelid	Is a (attribute)	destination
H11.1	结膜变性和沉着物	333081000119102	右眼股沟炎(病)	Pingueculitis of right eye (disorder)	Is a (attribute)	destination
D16.1	上肢短骨良性肿瘤	1079291000119107	右手骨良性肿瘤(病变)	Benign neoplasm of bone of right hand (disorder)	Is a (attribute)	destination
D16.1	上肢短骨良性肿瘤	1079271000119106	右上肢骨良性肿瘤	Benign neoplasm of bone of right upper limb	Is a (attribute)	source
Z87.1	消化系统疾病个人史	16279601000119105	腹裂史(情况)	History of gastroschisis (situation)	Is a (attribute)	destination
Z87.7	先天性畸形、变形和染色体异常个人史	16279601000119105	腹裂史(情况)	History of gastroschisis (situation)	Is a (attribute)	destination
R39.8	累及泌尿系统其他和未特指的症状和体征	16580691000119107	慢性膀胱疼痛(发现)	Chronic urinary bladder pain (finding)	Is a (attribute)	destination
Z98.8	其他特指的手术后状态	16088491000119105	左乳房再造术史	History of reconstruction of left breast	Is a (attribute)	destination
D39.1	卵巢动态未定或动态未知的肿瘤	15634751000119101	左卵巢质量	Mass of left ovary	Is a (attribute)	source
D39.1	卵巢动态未定或动态未知的肿瘤	15930781000119100	左侧卵巢低恶性潜能性肿瘤(障碍)	Neoplasm of low malignant potential behavior of left ovary (disorder)	Is a (attribute)	destination
H10.9	未特指的结膜炎	333081000119102	右眼股沟炎(病)	Pingueculitis of right eye (disorder)	Is a (attribute)	destination
Z86.6	神经系统和感觉器官疾病个人史	16535771000119101	精神错乱病史	History of delirium	Is a (attribute)	destination
Z86.1	传染病和寄生虫病个人史	16468501000119108	兹卡热的历史(情况)	History of Zika virus infection (situation)	Is a (attribute)	destination
G56.1	正中神经的其他损害	16636821000119106	双侧正中神经病变	Bilateral median neuropathy	Is a (attribute)	destination
H04.5	泪道狭窄和关闭不全	340061000119103	左眼睑泪小点狭窄(障碍)	Stenosis of lacrimal punctum of left eyelid (disorder)	Is a (attribute)	destination
Z98.8	其他特指的手术后状态	16088491000119105	左乳房再造术史	History of reconstruction of left breast	Is a (attribute)	source
